tweet_id;timestamp;tweet_link;text;expanded_urls_media;retweet_count;like_count
7,84392680008712E+017;2016/10/07_06:59;https://twitter.com/BarackObama/status/784392680008712192;The economy added 156000 jobs in September—extending the longest streak of total job growth on record.;;2118;7732
7,84099769425596E+017;2016/10/06_11:35;https://twitter.com/BarackObama/status/784099769425596418;ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate.http://ofa.bo/2dyb5WA ;;752;2688
7,84057869549253E+017;2016/10/06_08:48;https://twitter.com/BarackObama/status/784057869549252608;The cost of clean energy technology dropped significantly over the last eight years. Get the chart: http://ofa.bo/2dHBN0k  #ActOnClimate;;889;3228
7,83781468719944E+017;2016/10/05_14:30;https://twitter.com/BarackObama/status/783781468719943680;This historic step in the fight to #ActOnClimate came faster than anyone predicted.pic.twitter.com/W2rtcNXkI7;https://pbs.twimg.com/media/CuCMoqRUIAAvvdq.jpg;1314;5413
7,83769909146845E+017;2016/10/05_13:44;https://twitter.com/BarackObama/status/783769909146845184;Today is a historic day in the fight to protect our planet for future generations. —President Obama #ActOnClimatehttp://www.snappytv.com/tc/2949825 ;;1726;6008
7,83751285212258E+017;2016/10/05_12:30;https://twitter.com/BarackObama/status/783751285212258304;LIVE: President Obama is delivering a statement on the Paris Climate Agreement. http://ofa.bo/2dFlmSh ;;481;1876
7,83695919006921E+017;2016/10/05_08:50;https://twitter.com/BarackObama/status/783695919006920704;Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: http://ofa.bo/2dEKeJE  #DoYourJob;;750;2391
7,83404014054412E+017;2016/10/04_13:30;https://twitter.com/BarackObama/status/783404014054412288;Enough is enough. Say it's time for Senate leaders to get to work: http://ofa.bo/2dtojUl  #DoYourJob;;671;2632
7,83373180861768E+017;2016/10/04_11:28;https://twitter.com/BarackObama/status/783373180861767681;Everybody cares about their kids their grandkids and the kind of world we pass on to them. —President Obamahttp://www.snappytv.com/tc/2936623 ;;1965;6891
7,83349420951675E+017;2016/10/04_09:53;https://twitter.com/BarackObama/status/783349420951674880;Take what matters with you. http://ofa.bo/2cQauS4 pic.twitter.com/KJJdkE8DML;https://pbs.twimg.com/media/Ct8ByF9UIAAvBb-.png;739;3342
