tweet_id,tweet_link,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls
623137065341952000,https://twitter.com/POTUS44/status/623137065341952000,,,2015-07-20 14:27:08 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just got this new blue marble photo from @NASA. A beautiful reminder that we need to protect the only planet we have. http://t.co/JQ3174P0LF,,,,https://twitter.com/POTUS/status/623137065341952000/photo/1
677991253259264000,https://twitter.com/POTUS44/status/677991253259264000,,,2015-12-18 23:18:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @NASA: .@NASA_Hubble found what looks like a cosmic lightsaber in our Milky Way galaxy: https://t.co/vVBSVTpH2L #StarWars https://t.co/P…,677566544164073472,11348282,2015-12-17 19:10:27 +0000,"http://go.nasa.gov/1PbjXic,http://go.nasa.gov/1PbjXic,https://twitter.com/NASA/status/677566544164073472/photo/1"
687694262226432000,https://twitter.com/POTUS44/status/687694262226432000,,,2016-01-14 17:54:23 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","new power plant rule reduces biggest source of CO2; now we need to invest in clean energy tech, energy efficiency. https://t.co/gQg3FEHXxo",,,,https://twitter.com/Brentrou/status/687663122832846852
600324682190053376,https://twitter.com/POTUS44/status/600324682190053376,,,2015-05-18 15:38:52 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hello, Twitter! It's Barack. Really! Six years in, they're finally giving me my own account.",,,,
600388258665787392,https://twitter.com/POTUS44/status/600388258665787392,,,2015-05-18 19:51:30 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","In Camden today, seeing first-hand how smart policing is making the community safer while building trust. http://t.co/3MiWk43c8g",,,,http://twitter.com/POTUS/status/600388258665787392/photo/1
600407380279566336,https://twitter.com/POTUS44/status/600407380279566336,600389785769881600,1330457336,2015-05-18 21:07:29 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Good question, @billclinton. The handle comes with the house. Know anyone interested in @FLOTUS?",,,,
601082858497830913,https://twitter.com/POTUS44/status/601082858497830913,,,2015-05-20 17:51:35 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",An honor to address the Coast Guard class of 2015. Confident they'll help us meet big challenges like climate change. http://t.co/1z4fteA1YJ,,,,http://twitter.com/POTUS/status/601082858497830913/photo/1
601841646020464640,https://twitter.com/POTUS44/status/601841646020464640,601770783443124224,43697249,2015-05-22 20:06:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@rebsteve really enjoyed stopping by today. I had fun singing Shabbat Shalom with the PreK class downstairs, too! http://t.co/6b8CrXSgMt",,,,http://twitter.com/POTUS/status/601841646020464640/video/1
601844801672257536,https://twitter.com/POTUS44/status/601844801672257536,601808287529455616,211171360,2015-05-22 20:19:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@DrFahmida tell your niece I really like her letter. Couldn't agree more!,,,,
602878130362146816,https://twitter.com/POTUS44/status/602878130362146816,,,2015-05-25 16:45:21 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Spent the morning at Arlington. Take time today to honor our fallen heroes. We're forever indebted to their families. http://t.co/hChhhOVCS3,,,,http://twitter.com/POTUS/status/602878130362146816/photo/1
603959253334822913,https://twitter.com/POTUS44/status/603959253334822913,,,2015-05-28 16:21:21 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Just got a hurricane preparedness briefing in Miami. Acting on climate change is critical. Got climate Qs? I'll answer at 1pm ET. #AskPOTUS,,,,
603966058462973953,https://twitter.com/POTUS44/status/603966058462973953,,,2015-05-28 16:48:24 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ready to answer your questions on climate change. Let's do this! #AskPOTUS http://t.co/5KrIb5jL6S,,,,https://twitter.com/POTUS/status/603966058462973953/photo/1
603968065240313859,https://twitter.com/POTUS44/status/603968065240313859,603959889497559040,360324412,2015-05-28 16:56:22 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@calebmegajew the science is overwhelming but what will move Congress will be public opinion. Your voices will make them open to facts.,,,,
603968878058676225,https://twitter.com/POTUS44/status/603968878058676225,603959664385064961,1007173664,2015-05-28 16:59:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@BigBennyFL 1/ We've shut off drilling in the most sensitive arctic areas, including Bristol Bay.",,,,
603969716261036032,https://twitter.com/POTUS44/status/603969716261036032,603959664385064961,1007173664,2015-05-28 17:02:56 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@BigBennyFL 2/ But since we can't prevent oil exploration completely in region we're setting the highest possible standards,,,,
603969986730708992,https://twitter.com/POTUS44/status/603969986730708992,603959664385064961,1007173664,2015-05-28 17:04:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@BigBennyFL 3/ already rejected Shell's original proposal as inadequate which shows we're serious.,,,,
603970422636290048,https://twitter.com/POTUS44/status/603970422636290048,603959452337770497,28640463,2015-05-28 17:05:44 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@drock89 as @Pontifex and other religious leaders have stated we have a moral obligation to the most vulnerable and the next generation.,,,,
603971008328957953,https://twitter.com/POTUS44/status/603971008328957953,603959975652691968,465076617,2015-05-28 17:08:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@gkermmm 1/ TPP is still being negotiated! But legislation requires the full text for 60 days before I sign.,,,,
603971215372361728,https://twitter.com/POTUS44/status/603971215372361728,,,2015-05-28 17:08:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@.gkermmm 2/ after I sign agreement, Congress will have months of debate before a vote. Nothing secret about it.",,,,
603971948180176896,https://twitter.com/POTUS44/status/603971948180176896,603960256067194880,162090984,2015-05-28 17:11:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@NathenVieira jr smith having a great season but the heart of the Cavs is Lebron. And no one can outshoot Curry - maybe Korver if wide open,,,,
603972926287708160,https://twitter.com/POTUS44/status/603972926287708160,603960838026821634,1322284950,2015-05-28 17:15:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@ZCarlander more severe weather events lead to displacement, scarcity, stressed populations; all increase likelihood of global conflict.",,,,
603973127383580672,https://twitter.com/POTUS44/status/603973127383580672,603961258912653314,2295625259,2015-05-28 17:16:29 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@HLF3267 In fact new trade deal with have the strongest enforceable environmental provisions in history, raising standards across Asia.",,,,
603973676975939585,https://twitter.com/POTUS44/status/603973676975939585,603961385710526464,312459288,2015-05-28 17:18:40 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",. @Jamesthe4tress Already expanded Pell Grants and capped student loan interest rates; now want to make 2 yrs of community college free.,,,,
603974634510233600,https://twitter.com/POTUS44/status/603974634510233600,603972023216312321,629103290,2015-05-28 17:22:28 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@HtetWint renewable energy key, already increased solar 10x and wind 3x, now need to invest more in r&amp;d and provide regulatory incentives",,,,
603975267422380033,https://twitter.com/POTUS44/status/603975267422380033,603960787011543040,37115355,2015-05-28 17:24:59 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@arianastover Kids instinctively understand importance of environment, impact on animals, health. Weave it into science and social studies",,,,
603975856466198528,https://twitter.com/POTUS44/status/603975856466198528,603968816289292289,1322284950,2015-05-28 17:27:20 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@ZCarlander agreement with China big and will be working w Brazil to develop their plans. We will all need to do more with US leading,,,,
603976299246321664,https://twitter.com/POTUS44/status/603976299246321664,603962271732215808,390825318,2015-05-28 17:29:05 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@apat246 @chicagobulls love thibs and think he did a great job. Sorry to see him go but expect he will be snatched up soon by another team.,,,,
603976385044971520,https://twitter.com/POTUS44/status/603976385044971520,,,2015-05-28 17:29:26 +0000,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thanks for the questions! This was fun. I've got to run, but let’s do it again soon. Tell me what you're doing to #ActOnClimate.",,,,
604024486036393984,https://twitter.com/POTUS44/status/604024486036393984,,,2015-05-28 20:40:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @LizHadly: @POTUS Love the #ActOnClimate. As scientist, I say global action more important than science now. #WeKnowEnoughToAct.",604000694580965377,322658873,2015-05-28 19:06:02 +0000,
604024846574620674,https://twitter.com/POTUS44/status/604024846574620674,,,2015-05-28 20:42:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @JustineinTampa: @POTUS I'm 30 now, but I've been promoting climate change since I was in the third grade! #ActOnClimate http://t.co/d77…",604007518541606913,165211956,2015-05-28 19:33:08 +0000,https://twitter.com/JustineinTampa/status/604007518541606913/photo/1
