KG-NR;GST-NR;G;BA;NU;TIND;IND;FLAECHE;EMZ;GFN;GFT;KG-EZ;EZ #01.04.2023#
"42015";".85";"";1;"01";"";"*";239;;"10302/2012/42";"GFT20";"42015";160
"42015";".86";"";1;"01";"";"*";249;;"10302/2012/42";"GFT20";"42015";160
"42015";".87/3";"";1;"01";"";"*";107;;"10302/2012/42";"GFT20";"42015";183
"42015";".89/2";"";1;"01";"";"";65;;"10302/2012/42";"GFT20";"42015";179
"42015";".89/3";"";1;"01";"";"*";28;;"10302/2012/42";"GFT20";"42015";164
"42015";".89/4";"";1;"01";"";"*";28;;"10302/2012/42";"GFT20";"42015";179
"42015";".90/1";"";1;"01";"";"*";113;;"10302/2012/42";"GFT20";"42015";165
"42015";".90/2";"";1;"01";"";"*";110;;"10302/2012/42";"GFT20";"42015";172
"42015";".90/4";"";1;"01";"";"";13;;"10302/2012/42";"GFT20";"42015";165
"42015";".91";"";1;"01";"";"*";50;;"10302/2012/42";"GFT20";"42015";226
"42015";".92/1";"";1;"01";"";"*";148;;"10302/2012/42";"GFT20";"42015";162
"42015";".92/2";"";1;"01";"";"*";118;;"10302/2012/42";"GFT20";"42015";162
"42015";".94";"";1;"01";"T";"*";34;;"10531/2012/42";"GFT31";"42015";162
"42015";".94";"";2;"01";"T";"*";63;16;"10531/2012/42";"GFT31";"42015";162
"42015";".96";"";1;"01";"";"*";83;;"10302/2012/42";"GFT20";"42015";119
"42015";".97/1";"";1;"01";"";"*";129;;"10302/2012/42";"GFT20";"42015";119
"42015";".97/2";"";1;"01";"";"*";76;;"10302/2012/42";"GFT20";"42015";28
"42015";".98/2";"";1;"01";"";"*";90;;"10302/2012/42";"GFT20";"42015";367
"42015";".99";"";1;"01";"";"*";111;;"10302/2012/42";"GFT20";"42015";306
"42015";".100";"";1;"01";"";"*";23;;"10302/2012/42";"GFT20";"42015";114
"42015";".103";"";1;"01";"";"*";95;;"10302/2012/42";"GFT20";"42015";117
"42015";".104/1";"";1;"01";"";"*";120;;"10302/2012/42";"GFT20";"42015";116
"42015";".104/2";"";2;"01";"";"";63;13;"498/2022/42";"GFT20";"42015";116
"42015";".105";"";1;"01";"";"*";132;;"10302/2012/42";"GFT20";"42015";116
"42015";".106";"";1;"01";"";"*";94;;"10302/2012/42";"GFT20";"42015";94
"42015";".107";"";1;"01";"";"";120;;"10302/2012/42";"GFT20";"42015";93
"42015";".109";"";1;"01";"";"*";22;;"10302/2012/42";"GFT20";"42015";410
"42015";".111";"";1;"01";"T";"*";18;;"10302/2012/42";"GFT20";"42015";91
"42015";".111";"";1;"02";"T";"*";8;;"10302/2012/42";"GFT20";"42015";91
"42015";".113";"";1;"01";"";"";95;;"10302/2012/42";"GFT20";"42015";99
"42015";".114/1";"";1;"01";"";"";107;;"10302/2012/42";"GFT20";"42015";99
"42015";".114/2";"";1;"01";"";"";11;;"10302/2012/42";"GFT20";"42015";99
"42015";".114/3";"";1;"01";"";"*";78;;"10302/2012/42";"GFT20";"42015";97
"42015";".115";"";1;"01";"";"*";125;;"10302/2012/42";"GFT20";"42015";100
"42015";".116";"";1;"01";"";"*";95;;"10302/2012/42";"GFT20";"42015";100
"42015";".117";"";1;"01";"";"";36;;"10302/2012/42";"GFT20";"42015";100
"42015";".120";"";1;"01";"";"";118;;"10302/2012/42";"GFT20";"42015";97
"42015";".122";"";1;"01";"";"*";411;;"10302/2012/42";"GFT20";"42015";91
"42015";".124";"G";1;"01";"";"*";87;;"10302/2012/42";"GFT20";"42015";105
"42015";".125/1";"G";1;"01";"";"*";63;;"10302/2012/42";"GFT20";"42015";105
"42015";".127/2";"";1;"01";"";"*";176;;"10302/2012/42";"GFT20";"42015";391
"42015";".134";"G";1;"01";"T";"*";32;;"10302/2012/42";"GFT20";"42015";113
"42015";".134";"G";1;"02";"T";"*";7;;"10302/2012/42";"GFT20";"42015";113
"42015";".135";"G";3;"01";"";"*";18;;"498/2022/42";"GFT20";"42015";112
"42015";".137";"";1;"01";"";"*";82;;"10302/2012/42";"GFT20";"42015";112
"42015";".140/1";"";1;"01";"";"*";17;;"10302/2012/42";"GFT20";"42015";129
"42015";".140/2";"";1;"01";"";"*";114;;"10302/2012/42";"GFT20";"42015";129
"42015";".141";"";1;"01";"";"*";115;;"10302/2012/42";"GFT20";"42015";129
"42015";".142";"";1;"01";"";"*";115;;"10302/2012/42";"GFT20";"42015";126
"42015";".144";"";1;"01";"T";"*";86;;"10302/2012/42";"GFT20";"42015";126
"42015";".144";"";1;"02";"T";"*";18;;"10302/2012/42";"GFT20";"42015";126
"42015";".149/1";"G";1;"01";"";"*";124;;"10302/2012/42";"GFT20";"42015";176
"42015";".149/2";"G";1;"01";"";"*";36;;"10302/2012/42";"GFT20";"42015";176
"42015";".149/3";"G";1;"01";"";"*";93;;"10302/2012/42";"GFT20";"42015";147
"42015";".150";"G";1;"01";"";"*";81;;"10302/2012/42";"GFT20";"42015";147
"42015";".151/1";"G";1;"01";"";"*";39;;"10302/2012/42";"GFT20";"42015";147
"42015";".151/2";"";1;"01";"";"*";49;;"10302/2012/42";"GFT20";"42015";180
"42015";".152";"";1;"01";"";"";100;;"10302/2012/42";"GFT20";"42015";145
"42015";".153/1";"";1;"01";"";"*";122;;"10302/2012/42";"GFT20";"42015";145
"42015";".154";"";1;"01";"";"*";211;;"10302/2012/42";"GFT20";"42015";135
"42015";".155/2";"";1;"01";"";"*";119;;"10302/2012/42";"GFT20";"42015";155
"42015";".158/1";"";1;"01";"";"*";196;;"10302/2012/42";"GFT20";"42015";135
"42015";".158/2";"";1;"01";"";"";38;;"10302/2012/42";"GFT20";"42015";135
"42015";".160";"";1;"01";"";"*";83;;"10302/2012/42";"GFT20";"42015";154
"42015";".161/1";"";1;"01";"";"*";89;;"10302/2012/42";"GFT20";"42015";154
"42015";".161/2";"";1;"01";"";"";34;;"10302/2012/42";"GFT20";"42015";393
"42015";".162/1";"";1;"01";"";"*";121;;"10302/2012/42";"GFT20";"42015";138
"42015";".162/2";"";1;"01";"";"";15;;"10302/2012/42";"GFT20";"42015";138
"42015";".162/3";"";1;"01";"";"";25;;"10302/2012/42";"GFT20";"42015";393
"42015";".162/4";"G";1;"01";"T";"*";112;;"10302/2012/42";"GFT20";"42015";182
"42015";".162/4";"G";3;"01";"T";"*";444;;"10302/2012/42";"GFT20";"42015";182
"42015";".164";"";1;"01";"T";"*";30;;"498/2022/42";"GFT20";"42015";136
"42015";".164";"";3;"01";"T";"*";44;;"498/2022/42";"GFT20";"42015";136
"42015";".165";"";1;"01";"T";"*";30;;"498/2022/42";"GFT20";"42015";136
"42015";".165";"";3;"01";"T";"*";22;;"498/2022/42";"GFT20";"42015";136
"42015";".166";"";1;"01";"T";"*";26;;"498/2022/42";"GFT20";"42015";136
"42015";".166";"";3;"01";"T";"*";42;;"498/2022/42";"GFT20";"42015";136
"42015";".168/1";"";1;"01";"";"*";26;;"10302/2012/42";"GFT20";"42015";372
"42015";".168/3";"";1;"01";"T";"";80;;"498/2022/42";"GFT20";"42015";174
"42015";".168/3";"";2;"01";"T";"";10;;"498/2022/42";"GFT20";"42015";174
"42015";".168/5";"G";1;"01";"";"*";46;;"10302/2012/42";"GFT20";"42015";178
"42015";".168/6";"G";1;"01";"";"*";83;;"10302/2012/42";"GFT20";"42015";178
"42015";".168/7";"";1;"01";"T";"*";22;;"498/2022/42";"GFT20";"42015";174
"42015";".168/7";"";3;"01";"T";"*";18;;"498/2022/42";"GFT20";"42015";174
"42015";".169/1";"";1;"01";"";"*";145;;"10302/2012/42";"GFT20";"42015";87
"42015";".169/2";"";1;"01";"";"";113;;"10302/2012/42";"GFT20";"42015";88
"42015";".170/1";"";1;"01";"";"*";56;;"10302/2012/42";"GFT20";"42015";378
"42015";".171";"";1;"01";"";"*";91;;"10302/2012/42";"GFT20";"42015";143
"42015";".174/3";"";1;"01";"";"*";25;;"10302/2012/42";"GFT20";"42015";393
"42015";".174/4";"";1;"01";"";"*";266;;"10302/2012/42";"GFT20";"42015";141
"42015";".175";"";1;"01";"";"*";50;;"10302/2012/42";"GFT20";"42015";141
"42015";".177/1";"";1;"01";"";"*";64;;"10302/2012/42";"GFT20";"42015";139
"42015";".178";"";1;"01";"";"*";147;;"10302/2012/42";"GFT20";"42015";140
"42015";".180/2";"";1;"01";"";"*";95;;"10302/2012/42";"GFT20";"42015";181
"42015";".180/3";"";1;"01";"";"";40;;"10302/2012/42";"GFT20";"42015";181
"42015";".181";"";1;"01";"";"*";232;;"10302/2012/42";"GFT20";"42015";148
"42015";".182";"";1;"01";"";"*";64;;"10302/2012/42";"GFT20";"42015";148
"42015";".185";"";1;"01";"";"*";121;;"10302/2012/42";"GFT20";"42015";148
"42015";".187";"";1;"01";"";"*";207;;"10302/2012/42";"GFT20";"42015";104
"42015";".188/1";"";1;"01";"";"*";164;;"10302/2012/42";"GFT20";"42015";104
"42015";".188/2";"";1;"01";"";"*";75;;"10302/2012/42";"GFT20";"42015";104
"42015";".189/1";"";1;"01";"";"*";198;;"10302/2012/42";"GFT20";"42015";102
"42015";".190/1";"";1;"01";"";"*";183;;"10302/2012/42";"GFT20";"42015";102
"42015";".190/2";"";1;"01";"";"*";68;;"10302/2012/42";"GFT20";"42015";102
"42015";".190/3";"";1;"01";"";"*";86;;"10302/2012/42";"GFT20";"42015";236
"42015";".191/1";"";1;"01";"T";"";50;;"10302/2012/42";"GFT20";"42015";173
"42015";".191/1";"";1;"02";"T";"";7;;"10302/2012/42";"GFT20";"42015";173
"42015";".191/2";"";1;"01";"";"";40;;"10302/2012/42";"GFT20";"42015";393
"42015";".192/1";"";1;"01";"";"*";116;;"10302/2012/42";"GFT20";"42015";298
"42015";".192/2";"";1;"01";"";"*";79;;"10302/2012/42";"GFT20";"42015";168
"42015";".192/3";"";1;"01";"";"*";55;;"10302/2012/42";"GFT20";"42015";396
"42015";".193/1";"";1;"01";"";"*";111;;"10302/2012/42";"GFT20";"42015";363
"42015";".193/5";"";1;"01";"";"*";205;;"10302/2012/42";"GFT20";"42015";74
"42015";".193/6";"";1;"01";"";"*";42;;"10302/2012/42";"GFT20";"42015";74
"42015";".196";"";1;"01";"";"";66;;"10302/2012/42";"GFT20";"42015";266
"42015";".197";"";1;"01";"";"*";100;;"10302/2012/42";"GFT20";"42015";53
"42015";".198";"";1;"01";"";"*";44;;"10302/2012/42";"GFT20";"42015";53
"42015";".199/1";"";1;"01";"";"*";135;;"10302/2012/42";"GFT20";"42015";53
"42015";".200/1";"";1;"01";"";"";125;;"10302/2012/42";"GFT20";"42015";73
"42015";".200/2";"";1;"01";"";"*";58;;"10302/2012/42";"GFT20";"42015";56
"42015";".201";"";1;"01";"";"*";65;;"10302/2012/42";"GFT20";"42015";56
"42015";".202/1";"";1;"01";"";"";200;;"10302/2012/42";"GFT20";"42015";56
"42015";".202/3";"";1;"01";"";"";243;;"10302/2012/42";"GFT20";"42015";56
"42015";".203";"";1;"01";"";"";25;;"10302/2012/42";"GFT20";"42015";56
"42015";".204";"";1;"01";"";"";96;;"10302/2012/42";"GFT20";"42015";61
"42015";".207/3";"";1;"01";"";"*";117;;"10302/2012/42";"GFT20";"42015";59
"42015";".209/2";"";1;"01";"";"";33;;"10302/2012/42";"GFT20";"42015";68
"42015";".209/3";"";1;"01";"T";"*";134;;"498/2022/42";"GFT20";"42015";68
"42015";".209/3";"";3;"01";"T";"*";48;;"498/2022/42";"GFT20";"42015";68
"42015";".211/1";"";1;"01";"";"";9;;"10302/2012/42";"GFT20";"42015";48
"42015";".211/3";"";1;"01";"";"*";54;;"10302/2012/42";"GFT20";"42015";29
"42015";".211/4";"";1;"01";"T";"*";8;;"498/2022/42";"GFT20";"42015";29
"42015";".211/4";"";3;"01";"T";"*";22;;"498/2022/42";"GFT20";"42015";29
"42015";".214";"";1;"01";"";"*";35;;"10302/2012/42";"GFT20";"42015";36
"42015";".216";"";1;"01";"";"*";175;;"10302/2012/42";"GFT20";"42015";33
"42015";".217";"";1;"01";"";"*";109;;"10302/2012/42";"GFT20";"42015";33
"42015";".218/1";"";1;"01";"";"";22;;"10302/2012/42";"GFT20";"42015";33
"42015";".219";"";1;"01";"";"*";143;;"10302/2012/42";"GFT20";"42015";219
"42015";".220/1";"";1;"01";"";"*";117;;"10302/2012/42";"GFT20";"42015";41
"42015";".220/2";"";1;"01";"";"*";43;;"10302/2012/42";"GFT20";"42015";41
"42015";".221/2";"";1;"01";"";"*";104;;"10302/2012/42";"GFT20";"42015";41
"42015";".221/3";"";1;"01";"";"*";16;;"10302/2012/42";"GFT20";"42015";41
"42015";".222/1";"";1;"01";"";"*";171;;"10302/2012/42";"GFT20";"42015";373
"42015";".224";"";1;"01";"";"*";154;;"10302/2012/42";"GFT20";"42015";34
"42015";".229";"";1;"01";"";"*";80;;"10302/2012/42";"GFT20";"42015";40
"42015";".231";"";1;"01";"";"*";86;;"10302/2012/42";"GFT20";"42015";39
"42015";".232";"";1;"01";"";"*";51;;"10302/2012/42";"GFT20";"42015";42
"42015";".233";"";1;"01";"";"*";207;;"10302/2012/42";"GFT20";"42015";42
"42015";".237";"";1;"01";"";"";122;;"10302/2012/42";"GFT20";"42015";44
"42015";".239";"";1;"01";"";"";39;;"10302/2012/42";"GFT20";"42015";44
"42015";".240";"";1;"01";"";"*";82;;"10302/2012/42";"GFT20";"42015";46
"42015";".242";"";1;"01";"";"*";103;;"10302/2012/42";"GFT20";"42015";199
"42015";".243";"";1;"01";"";"*";114;;"10302/2012/42";"GFT20";"42015";62
"42015";".244";"";1;"01";"";"*";58;;"10302/2012/42";"GFT20";"42015";48
"42015";".245/2";"";1;"01";"";"*";146;;"10302/2012/42";"GFT20";"42015";48
"42015";".246";"";1;"01";"";"*";36;;"10302/2012/42";"GFT20";"42015";49
"42015";".248";"";1;"01";"";"*";251;;"10302/2012/42";"GFT20";"42015";48
"42015";".254/2";"G";1;"01";"";"*";190;;"10302/2012/42";"GFT20";"42015";414
"42015";".254/3";"";1;"01";"";"";128;;"10302/2012/42";"GFT20";"42015";78
"42015";".256";"";1;"01";"T";"";79;;"498/2022/42";"GFT20";"42015";60
"42015";".256";"";3;"01";"T";"";39;;"498/2022/42";"GFT20";"42015";60
"42015";".260/1";"";1;"01";"";"";33;;"10302/2012/42";"GFT20";"42015";81
"42015";".260/2";"";1;"01";"";"*";44;;"10302/2012/42";"GFT20";"42015";34
"42015";".260/5";"";1;"01";"";"";54;;"10302/2012/42";"GFT20";"42015";51
"42015";".261/1";"";1;"01";"";"*";157;;"10302/2012/42";"GFT20";"42015";84
"42015";".262";"";1;"01";"T";"*";67;;"10302/2012/42";"GFT20";"42015";239
"42015";".262";"";1;"02";"T";"*";5;;"10302/2012/42";"GFT20";"42015";239
"42015";".262";"";3;"01";"T";"*";144;;"10302/2012/42";"GFT20";"42015";239
"42015";".273";"";1;"01";"";"*";214;;"10302/2012/42";"GFT20";"42015";82
"42015";".274/2";"";1;"01";"";"";17;;"10302/2012/42";"GFT20";"42015";82
"42015";".276";"";1;"01";"";"*";14;;"10302/2012/42";"GFT20";"42015";89
"42015";".277/1";"";1;"01";"";"*";204;;"10302/2012/42";"GFT20";"42015";216
"42015";".277/7";"";1;"01";"";"";73;;"10302/2012/42";"GFT20";"42015";393
"42015";".277/8";"";1;"01";"";"";43;;"10302/2012/42";"GFT20";"42015";393
"42015";".277/9";"";5;"01";"";"";54;;"498/2022/42";"GFT20";"42015";393
"42015";".277/10";"";1;"01";"";"";59;;"10302/2012/42";"GFT20";"42015";393
"42015";".277/11";"";5;"01";"";"";94;;"498/2022/42";"GFT20";"42015";393
"42015";".277/12";"";5;"01";"";"";131;;"498/2022/42";"GFT20";"42015";393
"42015";".277/13";"";5;"01";"";"";104;;"498/2022/42";"GFT20";"42015";393
"42015";".277/15";"";5;"01";"";"";115;;"498/2022/42";"GFT20";"42015";393
"42015";".277/16";"";5;"01";"";"";85;;"498/2022/42";"GFT20";"42015";393
"42015";".277/17";"";5;"01";"";"";115;;"498/2022/42";"GFT20";"42015";393
"42015";".277/18";"";5;"01";"";"";60;;"498/2022/42";"GFT20";"42015";393
"42015";".277/20";"";1;"01";"";"*";60;;"10302/2012/42";"GFT20";"42015";278
"42015";".277/21";"";1;"01";"T";"*";55;;"10302/2012/42";"GFT20";"42015";894
"42015";".277/21";"";3;"01";"T";"*";392;;"10302/2012/42";"GFT20";"42015";894
"42015";".277/23";"";1;"01";"T";"";13;;"10302/2012/42";"GFT20";"42015";278
"42015";".277/23";"";3;"01";"T";"";23;;"10302/2012/42";"GFT20";"42015";278
"42015";".278";"";1;"01";"";"";93;;"155/2023/42";"GFT44";"42015";79
"42015";".282";"";1;"01";"";"*";112;;"10302/2012/42";"GFT20";"42015";121
"42015";".283";"";1;"01";"";"*";87;;"10302/2012/42";"GFT20";"42015";316
"42015";".285";"";1;"01";"";"*";126;;"10302/2012/42";"GFT20";"42015";202
"42015";".286";"";1;"01";"";"*";41;;"10302/2012/42";"GFT20";"42015";202
"42015";".288";"";8;"02";"";"";20;;"498/2022/42";"GFT20";"42015";894
"42015";".289";"";1;"01";"";"";163;;"10302/2012/42";"GFT20";"42015";214
"42015";".290";"";1;"01";"";"*";69;;"10302/2012/42";"GFT20";"42015";209
"42015";".291";"";1;"01";"";"*";105;;"10302/2012/42";"GFT20";"42015";130
"42015";".292";"";1;"01";"";"*";130;;"10302/2012/42";"GFT20";"42015";208
"42015";".293";"";1;"01";"";"";80;;"10302/2012/42";"GFT20";"42015";61
"42015";".294";"";1;"01";"";"";74;;"10302/2012/42";"GFT20";"42015";212
"42015";".295";"";1;"01";"";"";109;;"10302/2012/42";"GFT20";"42015";214
"42015";".297";"";1;"01";"";"";57;;"10302/2012/42";"GFT20";"42015";61
"42015";".298";"";1;"01";"";"*";110;;"10302/2012/42";"GFT20";"42015";217
"42015";".299";"";1;"01";"";"*";38;;"10302/2012/42";"GFT20";"42015";217
"42015";".300";"";1;"01";"";"*";88;;"10302/2012/42";"GFT20";"42015";221
"42015";".302";"";1;"01";"";"*";72;;"10302/2012/42";"GFT20";"42015";224
"42015";".303";"";1;"01";"";"";98;;"10302/2012/42";"GFT20";"42015";227
"42015";".304";"";1;"01";"";"*";130;;"10302/2012/42";"GFT20";"42015";228
"42015";".305";"";1;"01";"";"*";73;;"10302/2012/42";"GFT20";"42015";231
"42015";".306";"";1;"01";"T";"";142;;"10302/2012/42";"GFT20";"42015";51
"42015";".306";"";3;"01";"T";"";144;;"10302/2012/42";"GFT20";"42015";51
"42015";".307";"";1;"01";"";"*";80;;"10302/2012/42";"GFT20";"42015";241
"42015";".311";"";1;"01";"";"";99;;"10302/2012/42";"GFT20";"42015";240
"42015";".312";"";1;"01";"";"";46;;"10302/2012/42";"GFT20";"42015";243
"42015";".313";"";1;"01";"";"*";78;;"10302/2012/42";"GFT20";"42015";233
"42015";".314";"";1;"01";"";"";43;;"10302/2012/42";"GFT20";"42015";235
"42015";".317";"";1;"01";"";"*";71;;"10302/2012/42";"GFT20";"42015";242
"42015";".318";"G";1;"01";"T";"*";134;;"1114/2016/42";"GFT1";"42015";234
"42015";".318";"G";3;"01";"T";"*";444;;"1114/2016/42";"GFT1";"42015";234
"42015";".321";"";1;"01";"";"*";119;;"10302/2012/42";"GFT20";"42015";264
"42015";".323";"";1;"01";"";"*";61;;"10302/2012/42";"GFT20";"42015";435
"42015";".324";"";1;"01";"";"*";76;;"10302/2012/42";"GFT20";"42015";245
"42015";".325";"";1;"01";"";"*";98;;"10302/2012/42";"GFT20";"42015";259
"42015";".326";"";1;"01";"";"*";93;;"10302/2012/42";"GFT20";"42015";60
"42015";".327";"";1;"01";"";"*";120;;"10302/2012/42";"GFT20";"42015";256
"42015";".328";"";1;"01";"";"*";59;;"10302/2012/42";"GFT20";"42015";262
"42015";".330";"";1;"01";"";"*";125;;"10302/2012/42";"GFT20";"42015";263
"42015";".331";"";1;"01";"";"*";100;;"10302/2012/42";"GFT20";"42015";354
