KG-NR;GST-NR;G;BA;NU;TIND;IND;FLAECHE;EMZ;GFN;GFT;KG-EZ;EZ #01.04.2023#
"42022";".22/2";"";1;"01";"";"";98;;"10291/2012/42";"GFT20";"42022";335
"42022";".23";"";1;"01";"";"";109;;"10291/2012/42";"GFT20";"42022";89
"42022";".24/2";"";1;"01";"T";"";103;;"10291/2012/42";"GFT20";"42022";122
"42022";".24/2";"";3;"01";"T";"";42;;"10291/2012/42";"GFT20";"42022";122
"42022";".25";"";1;"01";"";"";75;;"10291/2012/42";"GFT20";"42022";122
"42022";".26/1";"";1;"01";"";"";135;;"10291/2012/42";"GFT20";"42022";270
"42022";".26/2";"";1;"01";"";"";62;;"10291/2012/42";"GFT20";"42022";270
"42022";".27";"";1;"01";"";"";538;;"10291/2012/42";"GFT20";"42022";105
"42022";".29";"";1;"01";"";"";57;;"10291/2012/42";"GFT20";"42022";104
"42022";".30/1";"";1;"01";"";"*";125;;"10291/2012/42";"GFT20";"42022";104
"42022";".30/2";"";1;"01";"";"";86;;"10291/2012/42";"GFT20";"42022";105
"42022";".30/5";"";1;"01";"";"";37;;"10291/2012/42";"GFT20";"42022";124
"42022";".30/6";"";1;"01";"";"*";387;;"10291/2012/42";"GFT20";"42022";124
"42022";".31";"";1;"01";"";"*";272;;"10291/2012/42";"GFT20";"42022";102
"42022";".32";"";1;"01";"";"";68;;"10291/2012/42";"GFT20";"42022";102
"42022";".33";"";1;"01";"";"";175;;"10291/2012/42";"GFT20";"42022";85
"42022";".34";"";1;"01";"";"*";22;;"10291/2012/42";"GFT20";"42022";85
"42022";".35";"";1;"01";"";"";126;;"10291/2012/42";"GFT20";"42022";85
"42022";".40";"";1;"01";"";"";147;;"10291/2012/42";"GFT20";"42022";75
"42022";".42";"G";1;"01";"T";"*";128;;"10291/2012/42";"GFT20";"42022";868
"42022";".42";"G";3;"01";"T";"*";850;;"10291/2012/42";"GFT20";"42022";868
"42022";".43";"";1;"01";"";"";252;;"10291/2012/42";"GFT20";"42022";80
"42022";".44";"";1;"01";"";"";89;;"10291/2012/42";"GFT20";"42022";79
"42022";".45/2";"";2;"01";"";"";7;4;"495/2022/42";"GFT20";"42022";79
"42022";".46";"";1;"01";"";"";109;;"10291/2012/42";"GFT20";"42022";79
"42022";".47/1";"";1;"01";"";"";119;;"10291/2012/42";"GFT20";"42022";81
"42022";".47/2";"";1;"01";"";"";168;;"10291/2012/42";"GFT20";"42022";81
"42022";".48";"";1;"01";"";"";87;;"10291/2012/42";"GFT20";"42022";127
"42022";".49/1";"";2;"01";"";"";74;27;"10547/2012/42";"GFT31";"42022";82
"42022";".49/2";"";1;"01";"";"*";24;;"10291/2012/42";"GFT20";"42022";127
"42022";".49/4";"";1;"01";"";"";62;;"10291/2012/42";"GFT20";"42022";377
"42022";".51/2";"G";1;"01";"";"*";82;;"10291/2012/42";"GFT20";"42022";126
"42022";".52";"";1;"01";"";"*";126;;"10291/2012/42";"GFT20";"42022";121
"42022";".53/2";"";1;"01";"";"*";115;;"10291/2012/42";"GFT20";"42022";125
"42022";".53/3";"";1;"01";"";"*";75;;"10291/2012/42";"GFT20";"42022";125
"42022";".57";"";1;"01";"T";"*";62;;"495/2022/42";"GFT20";"42022";107
"42022";".57";"";3;"01";"T";"*";73;;"495/2022/42";"GFT20";"42022";107
"42022";".58/1";"";1;"01";"";"*";98;;"10291/2012/42";"GFT20";"42022";111
"42022";".58/2";"";2;"01";"";"";9;;"495/2022/42";"GFT20";"42022";111
"42022";".58/3";"";1;"01";"T";"";10;;"495/2022/42";"GFT20";"42022";111
"42022";".58/3";"";2;"01";"T";"";18;;"495/2022/42";"GFT20";"42022";111
"42022";".59";"";3;"01";"";"*";73;;"495/2022/42";"GFT20";"42022";111
"42022";".60";"";1;"01";"";"";365;;"10291/2012/42";"GFT20";"42022";113
"42022";".61";"";1;"01";"";"";130;;"10291/2012/42";"GFT20";"42022";113
"42022";".66";"";1;"01";"";"";43;;"10291/2012/42";"GFT20";"42022";115
"42022";".67";"";1;"01";"";"*";95;;"10291/2012/42";"GFT20";"42022";116
"42022";".68";"";1;"01";"";"*";127;;"10291/2012/42";"GFT20";"42022";116
"42022";".69";"";1;"01";"";"*";80;;"10291/2012/42";"GFT20";"42022";116
"42022";".70/1";"";1;"01";"T";"";29;;"495/2022/42";"GFT20";"42022";118
"42022";".70/1";"";2;"01";"T";"";8;;"495/2022/42";"GFT20";"42022";118
"42022";".70/3";"";1;"01";"T";"";218;;"10291/2012/42";"GFT20";"42022";118
"42022";".70/3";"";1;"02";"T";"";357;;"10291/2012/42";"GFT20";"42022";118
"42022";".70/4";"";1;"01";"T";"";34;;"495/2022/42";"GFT20";"42022";118
"42022";".70/4";"";2;"01";"T";"";16;;"495/2022/42";"GFT20";"42022";118
"42022";".70/5";"";2;"01";"";"";7;;"495/2022/42";"GFT20";"42022";118
"42022";".71";"";1;"01";"";"*";136;;"10291/2012/42";"GFT20";"42022";119
"42022";".72/1";"";1;"01";"T";"";40;;"495/2022/42";"GFT20";"42022";119
"42022";".72/1";"";2;"01";"T";"";57;26;"495/2022/42";"GFT20";"42022";119
"42022";".72/3";"G";1;"01";"";"*";71;;"10291/2012/42";"GFT20";"42022";686
"42022";".74";"";1;"01";"";"";198;;"10291/2012/42";"GFT20";"42022";157
"42022";".75/1";"";1;"01";"";"";275;;"10291/2012/42";"GFT20";"42022";157
"42022";".76";"";1;"01";"";"";91;;"10291/2012/42";"GFT20";"42022";159
"42022";".77";"";1;"01";"";"";176;;"10291/2012/42";"GFT20";"42022";159
"42022";".78";"";1;"01";"T";"";56;;"495/2022/42";"GFT20";"42022";160
"42022";".78";"";2;"01";"T";"";66;;"495/2022/42";"GFT20";"42022";160
"42022";".79/1";"";1;"01";"";"";90;;"10291/2012/42";"GFT20";"42022";161
"42022";".79/2";"";2;"01";"";"";29;12;"495/2022/42";"GFT20";"42022";161
"42022";".83/2";"";1;"01";"";"*";144;;"10291/2012/42";"GFT20";"42022";727
"42022";".84";"";1;"01";"";"";145;;"10291/2012/42";"GFT20";"42022";163
"42022";".85/2";"";1;"01";"";"*";64;;"10291/2012/42";"GFT20";"42022";419
"42022";".86";"";1;"01";"";"";142;;"10291/2012/42";"GFT20";"42022";164
"42022";".87";"";1;"01";"";"*";56;;"10291/2012/42";"GFT20";"42022";164
"42022";".88";"";1;"01";"";"";223;;"10291/2012/42";"GFT20";"42022";164
"42022";".89";"";1;"01";"";"";69;;"10291/2012/42";"GFT20";"42022";160
"42022";".90/2";"";3;"01";"";"";8;;"495/2022/42";"GFT20";"42022";165
"42022";".91";"";1;"01";"";"*";108;;"10291/2012/42";"GFT20";"42022";165
"42022";".92/1";"G";1;"01";"";"*";263;;"10291/2012/42";"GFT20";"42022";699
"42022";".92/2";"G";1;"01";"";"*";149;;"10291/2012/42";"GFT20";"42022";700
"42022";".95/1";"";1;"01";"";"";88;;"10291/2012/42";"GFT20";"42022";168
"42022";".95/3";"";1;"01";"";"";129;;"10291/2012/42";"GFT20";"42022";168
"42022";".96/1";"";1;"01";"";"*";88;;"10291/2012/42";"GFT20";"42022";201
"42022";".96/2";"";2;"01";"";"";3;;"495/2022/42";"GFT20";"42022";202
"42022";".97";"";1;"01";"";"*";156;;"10291/2012/42";"GFT20";"42022";202
"42022";".98";"";1;"01";"";"";79;;"10291/2012/42";"GFT20";"42022";203
"42022";".100";"";1;"01";"";"*";242;;"10291/2012/42";"GFT20";"42022";205
"42022";".102";"";1;"01";"";"";76;;"10291/2012/42";"GFT20";"42022";205
"42022";".103";"";1;"01";"";"";174;;"10291/2012/42";"GFT20";"42022";205
"42022";".104/1";"";1;"01";"";"*";165;;"10291/2012/42";"GFT20";"42022";202
"42022";".108";"";1;"01";"";"";285;;"10291/2012/42";"GFT20";"42022";199
"42022";".109/1";"";1;"01";"";"";4854;;"10291/2012/42";"GFT20";"42022";198
"42022";".109/3";"";3;"01";"";"";54;;"495/2022/42";"GFT20";"42022";547
"42022";".113/1";"";1;"01";"";"";107;;"10291/2012/42";"GFT20";"42022";192
"42022";".113/2";"";1;"01";"";"";75;;"10291/2012/42";"GFT20";"42022";192
"42022";".114/2";"";1;"01";"";"";353;;"10291/2012/42";"GFT20";"42022";194
"42022";".115/1";"";1;"01";"";"";199;;"10291/2012/42";"GFT20";"42022";194
"42022";".116";"";1;"01";"";"";54;;"10291/2012/42";"GFT20";"42022";194
"42022";".117";"";1;"01";"";"";125;;"10291/2012/42";"GFT20";"42022";191
"42022";".118";"";1;"01";"";"*";123;;"10291/2012/42";"GFT20";"42022";191
"42022";".120/1";"";1;"01";"T";"";131;;"495/2022/42";"GFT20";"42022";189
"42022";".120/1";"";2;"01";"T";"";85;;"495/2022/42";"GFT20";"42022";189
"42022";".120/2";"";1;"01";"";"";20;;"10291/2012/42";"GFT20";"42022";719
"42022";".121";"";1;"01";"";"";128;;"10291/2012/42";"GFT20";"42022";189
"42022";".122/1";"";1;"01";"";"";189;;"10291/2012/42";"GFT20";"42022";188
"42022";".122/3";"";1;"01";"";"*";148;;"10291/2012/42";"GFT20";"42022";188
"42022";".123";"";3;"01";"";"*";38;;"495/2022/42";"GFT20";"42022";266
"42022";".126";"";1;"01";"";"";213;;"112/2018/42";"GFT9";"42022";186
"42022";".128";"";1;"01";"";"";284;;"112/2018/42";"GFT9";"42022";186
"42022";".129";"G";1;"01";"";"*";117;;"10291/2012/42";"GFT20";"42022";734
"42022";".133/1";"";1;"01";"";"";94;;"10291/2012/42";"GFT20";"42022";183
"42022";".137/1";"";1;"01";"";"";86;;"10291/2012/42";"GFT20";"42022";650
"42022";".137/2";"";1;"01";"T";"";461;;"232/2020/42";"GFT1";"42022";487
"42022";".137/2";"";1;"02";"T";"";245;;"232/2020/42";"GFT1";"42022";487
"42022";".138/1";"";1;"01";"";"";129;;"10291/2012/42";"GFT20";"42022";487
"42022";".138/2";"";1;"01";"";"";20;;"10291/2012/42";"GFT20";"42022";487
"42022";".139";"G";1;"01";"";"*";74;;"10291/2012/42";"GFT20";"42022";876
"42022";".140/1";"";1;"01";"T";"";321;;"495/2022/42";"GFT20";"42022";174
"42022";".140/1";"";2;"01";"T";"";588;161;"495/2022/42";"GFT20";"42022";174
"42022";".141/1";"";1;"01";"";"";27;;"10291/2012/42";"GFT20";"42022";173
"42022";".141/2";"";1;"01";"";"";116;;"10291/2012/42";"GFT20";"42022";173
"42022";".144";"";1;"01";"";"";162;;"10291/2012/42";"GFT20";"42022";172
"42022";".146/1";"G";1;"01";"";"*";173;;"10291/2012/42";"GFT20";"42022";207
"42022";".147/2";"G";1;"01";"";"*";108;;"10291/2012/42";"GFT20";"42022";782
"42022";".147/3";"";2;"01";"";"";36;8;"495/2022/42";"GFT20";"42022";509
"42022";".148";"";1;"01";"";"";147;;"10291/2012/42";"GFT20";"42022";178
"42022";".149";"";1;"01";"";"";136;;"10291/2012/42";"GFT20";"42022";178
"42022";".153/1";"";1;"01";"";"";35;;"10291/2012/42";"GFT20";"42022";149
"42022";".153/2";"";1;"01";"";"";106;;"10291/2012/42";"GFT20";"42022";149
"42022";".153/3";"";1;"01";"";"";78;;"10291/2012/42";"GFT20";"42022";149
"42022";".154/1";"";1;"01";"";"";27;;"10291/2012/42";"GFT20";"42022";178
"42022";".155";"";1;"01";"";"";178;;"10291/2012/42";"GFT20";"42022";147
"42022";".156";"";1;"01";"";"*";54;;"10291/2012/42";"GFT20";"42022";147
"42022";".157";"";1;"01";"";"*";147;;"10291/2012/42";"GFT20";"42022";147
"42022";".158/1";"";1;"01";"";"";239;;"10291/2012/42";"GFT20";"42022";146
"42022";".160/1";"";2;"01";"";"";5;;"495/2022/42";"GFT20";"42022";144
"42022";".160/2";"";1;"01";"";"";248;;"10291/2012/42";"GFT20";"42022";144
"42022";".160/3";"";1;"01";"";"";78;;"10291/2012/42";"GFT20";"42022";144
"42022";".160/4";"";1;"01";"";"";49;;"10291/2012/42";"GFT20";"42022";144
"42022";".161/1";"";2;"01";"";"";7;;"495/2022/42";"GFT20";"42022";143
"42022";".161/2";"";1;"01";"T";"";54;;"495/2022/42";"GFT20";"42022";143
"42022";".161/2";"";2;"01";"T";"";29;;"495/2022/42";"GFT20";"42022";143
"42022";".162";"";1;"01";"T";"";27;;"495/2022/42";"GFT20";"42022";143
"42022";".162";"";2;"01";"T";"";13;;"495/2022/42";"GFT20";"42022";143
"42022";".163";"";2;"01";"";"";67;;"495/2022/42";"GFT20";"42022";143
"42022";".164";"";1;"01";"T";"";40;;"495/2022/42";"GFT20";"42022";243
"42022";".164";"";2;"01";"T";"";53;;"495/2022/42";"GFT20";"42022";243
"42022";".165/1";"";2;"01";"";"";14;4;"495/2022/42";"GFT20";"42022";142
"42022";".165/2";"";1;"01";"";"";162;;"10291/2012/42";"GFT20";"42022";142
"42022";".168/2";"";1;"01";"";"*";35;;"10291/2012/42";"GFT20";"42022";133
"42022";".170";"";1;"01";"T";"*";218;;"495/2022/42";"GFT20";"42022";130
"42022";".170";"";3;"01";"T";"*";317;;"495/2022/42";"GFT20";"42022";130
"42022";".173";"";1;"01";"";"";66;;"10291/2012/42";"GFT20";"42022";330
"42022";".174";"";1;"01";"";"";97;;"10291/2012/42";"GFT20";"42022";135
"42022";".175";"";1;"01";"";"";137;;"10291/2012/42";"GFT20";"42022";135
"42022";".177";"";1;"01";"";"";66;;"10291/2012/42";"GFT20";"42022";135
"42022";".178";"";1;"01";"";"";20;;"10291/2012/42";"GFT20";"42022";138
"42022";".179/1";"";1;"01";"";"";13;;"10291/2012/42";"GFT20";"42022";286
"42022";".181/1";"";1;"01";"";"*";151;;"10291/2012/42";"GFT20";"42022";137
"42022";".181/2";"";1;"01";"";"*";59;;"10291/2012/42";"GFT20";"42022";137
"42022";".182/2";"";1;"01";"";"";146;;"10291/2012/42";"GFT20";"42022";851
"42022";".182/3";"";2;"01";"";"";18;6;"495/2022/42";"GFT20";"42022";18
"42022";".183/1";"";2;"01";"";"";119;;"495/2022/42";"GFT20";"42022";15
"42022";".184";"";1;"01";"";"";112;;"10291/2012/42";"GFT20";"42022";15
"42022";".185";"";1;"01";"";"";261;;"10291/2012/42";"GFT20";"42022";14
"42022";".186";"";1;"01";"";"";119;;"10291/2012/42";"GFT20";"42022";13
"42022";".187/2";"";1;"01";"";"";14;;"10291/2012/42";"GFT20";"42022";13
"42022";".188/1";"";1;"01";"";"*";107;;"10291/2012/42";"GFT20";"42022";17
"42022";".188/2";"";1;"01";"";"*";131;;"10291/2012/42";"GFT20";"42022";17
"42022";".189";"";1;"01";"";"*";137;;"10291/2012/42";"GFT20";"42022";17
"42022";".190/1";"";1;"01";"";"*";290;;"10291/2012/42";"GFT20";"42022";16
"42022";".190/2";"";1;"01";"";"*";13;;"10291/2012/42";"GFT20";"42022";315
"42022";".191";"";1;"01";"T";"*";285;;"10291/2012/42";"GFT20";"42022";70
"42022";".191";"";1;"02";"T";"*";43;;"10291/2012/42";"GFT20";"42022";70
"42022";".192";"";1;"01";"";"*";97;;"10291/2012/42";"GFT20";"42022";315
"42022";".196/1";"";1;"01";"T";"";1427;;"495/2022/42";"GFT20";"42022";21
"42022";".196/1";"";2;"01";"T";"";2058;11;"495/2022/42";"GFT20";"42022";21
"42022";".196/1";"";8;"01";"T";"";162;;"495/2022/42";"GFT20";"42022";21
"42022";".196/2";"";1;"01";"";"*";59;;"10291/2012/42";"GFT20";"42022";21
"42022";".197";"";1;"01";"";"*";123;;"10291/2012/42";"GFT20";"42022";27
"42022";".198";"";1;"01";"";"*";189;;"10291/2012/42";"GFT20";"42022";27
"42022";".199";"";1;"01";"";"*";98;;"807/2021/42";"GFT25";"42022";37
"42022";".200";"";1;"01";"";"";65;;"807/2021/42";"GFT25";"42022";37
"42022";".201";"";1;"01";"";"*";115;;"807/2021/42";"GFT25";"42022";37
"42022";".202/1";"";1;"01";"";"";100;;"10291/2012/42";"GFT20";"42022";34
"42022";".203";"G";1;"01";"";"*";42;;"10291/2012/42";"GFT20";"42022";35
"42022";".204/1";"";1;"01";"";"*";130;;"10291/2012/42";"GFT20";"42022";35
"42022";".204/2";"";2;"01";"";"";11;;"495/2022/42";"GFT20";"42022";35
"42022";".205";"";1;"01";"";"";179;;"10291/2012/42";"GFT20";"42022";530
"42022";".206/1";"";1;"01";"";"";115;;"10291/2012/42";"GFT20";"42022";53
"42022";".206/2";"";1;"01";"";"";183;;"10291/2012/42";"GFT20";"42022";64
"42022";".206/6";"";1;"01";"";"";9;;"10291/2012/42";"GFT20";"42022";63
"42022";".206/7";"";2;"01";"";"";8;;"495/2022/42";"GFT20";"42022";63
"42022";".206/8";"";1;"01";"";"";115;;"425/2013/42";"GFT10";"42022";63
"42022";".208";"G";1;"01";"";"*";136;;"10291/2012/42";"GFT20";"42022";56
"42022";".209";"G";1;"01";"";"*";27;;"10291/2012/42";"GFT20";"42022";56
"42022";".211";"";1;"01";"";"*";159;;"10291/2012/42";"GFT20";"42022";32
"42022";".212";"";1;"01";"";"*";124;;"10291/2012/42";"GFT20";"42022";44
"42022";".214/2";"";1;"01";"";"*";20;;"10291/2012/42";"GFT20";"42022";32
"42022";".215/1";"";1;"01";"";"";36;;"10291/2012/42";"GFT20";"42022";41
"42022";".215/2";"";3;"01";"";"";11;;"495/2022/42";"GFT20";"42022";41
"42022";".215/3";"";1;"01";"";"*";117;;"10291/2012/42";"GFT20";"42022";41
"42022";".215/4";"";1;"01";"";"*";27;;"10291/2012/42";"GFT20";"42022";41
"42022";".215/5";"";1;"01";"";"*";27;;"10291/2012/42";"GFT20";"42022";719
"42022";".215/6";"";1;"01";"";"*";69;;"10291/2012/42";"GFT20";"42022";69
"42022";".216";"";1;"01";"";"";152;;"10291/2012/42";"GFT20";"42022";28
"42022";".217";"";1;"01";"";"";130;;"10291/2012/42";"GFT20";"42022";59
"42022";".222/1";"";2;"01";"";"*";38;7;"495/2022/42";"GFT20";"42022";719
"42022";".222/2";"";1;"01";"";"";43;;"10291/2012/42";"GFT20";"42022";39
"42022";".224";"";3;"01";"";"";97;;"495/2022/42";"GFT20";"42022";67
"42022";".226";"";1;"01";"";"";173;;"10291/2012/42";"GFT20";"42022";374
"42022";".228/1";"";1;"01";"";"";43;;"10291/2012/42";"GFT20";"42022";374
"42022";".229";"";1;"01";"";"*";116;;"10291/2012/42";"GFT20";"42022";52
"42022";".230/1";"";2;"01";"";"*";112;;"495/2022/42";"GFT20";"42022";51
"42022";".230/2";"";1;"01";"";"";107;;"10291/2012/42";"GFT20";"42022";51
"42022";".231";"G";1;"01";"";"*";19;;"10291/2012/42";"GFT20";"42022";51
"42022";".232";"G";1;"01";"";"*";36;;"10291/2012/42";"GFT20";"42022";271
"42022";".233/1";"G";1;"01";"";"*";20;;"10291/2012/42";"GFT20";"42022";51
"42022";".233/2";"G";1;"01";"";"*";36;;"10291/2012/42";"GFT20";"42022";271
"42022";".234";"";1;"01";"T";"";145;;"10291/2012/42";"GFT20";"42022";308
"42022";".234";"";3;"01";"T";"";80;;"10291/2012/42";"GFT20";"42022";308
"42022";".242/1";"";1;"01";"";"";108;;"10291/2012/42";"GFT20";"42022";49
"42022";".242/2";"";1;"01";"";"";112;;"10291/2012/42";"GFT20";"42022";62
"42022";".243/1";"";1;"01";"";"";181;;"10291/2012/42";"GFT20";"42022";57
"42022";".243/2";"";1;"01";"";"";79;;"10291/2012/42";"GFT20";"42022";57
"42022";".244";"";1;"01";"T";"";1;;"495/2022/42";"GFT20";"42022";13
"42022";".244";"";2;"01";"T";"";19;;"495/2022/42";"GFT20";"42022";13
"42022";".245";"";3;"01";"";"";86;;"10291/2012/42";"GFT20";"42022";171
"42022";".248";"";1;"01";"";"";168;;"10291/2012/42";"GFT20";"42022";233
"42022";".249";"";1;"01";"";"";133;;"10291/2012/42";"GFT20";"42022";879
"42022";".250";"";1;"01";"T";"";12;;"495/2022/42";"GFT20";"42022";111
"42022";".250";"";2;"01";"T";"";2;;"495/2022/42";"GFT20";"42022";111
"42022";".251";"";1;"01";"";"";21;;"10291/2012/42";"GFT20";"42022";111
"42022";".254";"";1;"01";"";"";132;;"10291/2012/42";"GFT20";"42022";225
"42022";".255";"";1;"01";"";"";124;;"10291/2012/42";"GFT20";"42022";870
"42022";".256";"G";1;"01";"";"*";123;;"10291/2012/42";"GFT20";"42022";247
"42022";".257";"G";1;"01";"";"*";93;;"10291/2012/42";"GFT20";"42022";247
"42022";".258";"";1;"01";"";"";121;;"10291/2012/42";"GFT20";"42022";10
"42022";".259";"";1;"01";"";"";90;;"10291/2012/42";"GFT20";"42022";255
"42022";".260";"";1;"01";"";"";185;;"10291/2012/42";"GFT20";"42022";105
"42022";".262";"";1;"01";"";"";32;;"10291/2012/42";"GFT20";"42022";410
"42022";".263";"";1;"01";"";"";79;;"10291/2012/42";"GFT20";"42022";262
"42022";".265";"";1;"01";"";"";81;;"10291/2012/42";"GFT20";"42022";263
"42022";".266";"";1;"01";"";"";51;;"10291/2012/42";"GFT20";"42022";265
"42022";".267";"";1;"01";"";"";178;;"10291/2012/42";"GFT20";"42022";264
"42022";".268/2";"";1;"01";"";"*";26;;"10291/2012/42";"GFT20";"42022";448
"42022";".270";"";1;"01";"";"";75;;"10291/2012/42";"GFT20";"42022";268
"42022";".272";"";1;"01";"";"";52;;"10291/2012/42";"GFT20";"42022";233
"42022";".273";"";1;"01";"";"";123;;"10291/2012/42";"GFT20";"42022";145
"42022";".275";"";1;"01";"";"";74;;"10291/2012/42";"GFT20";"42022";274
"42022";".276";"G";1;"01";"";"*";98;;"470/2018/42";"GFT14";"42022";272
"42022";".277";"";1;"01";"";"";60;;"10291/2012/42";"GFT20";"42022";520
"42022";".279";"";1;"01";"";"*";93;;"807/2021/42";"GFT25";"42022";279
"42022";".280";"";1;"01";"";"*";90;;"10291/2012/42";"GFT20";"42022";170
"42022";".282";"";1;"01";"";"";91;;"10291/2012/42";"GFT20";"42022";277
"42022";".283";"";1;"01";"";"";41;;"10291/2012/42";"GFT20";"42022";277
"42022";".284";"";1;"01";"";"";72;;"10291/2012/42";"GFT20";"42022";280
"42022";".285";"";1;"01";"";"";98;;"10291/2012/42";"GFT20";"42022";281
"42022";".286";"G";1;"01";"";"*";48;;"10291/2012/42";"GFT20";"42022";696
"42022";".287";"";1;"01";"";"*";34;;"10291/2012/42";"GFT20";"42022";1
"42022";".288";"";1;"01";"";"";110;;"10291/2012/42";"GFT20";"42022";276
"42022";".290";"";1;"01";"";"";66;;"10291/2012/42";"GFT20";"42022";165
"42022";".291";"";1;"01";"";"*";96;;"10291/2012/42";"GFT20";"42022";296
"42022";".292";"";1;"01";"";"";93;;"10291/2012/42";"GFT20";"42022";298
"42022";".293";"";1;"01";"";"*";130;;"10291/2012/42";"GFT20";"42022";297
"42022";".294";"";1;"01";"T";"";50;;"10291/2012/42";"GFT20";"42022";300
"42022";".294";"";1;"02";"T";"";41;;"10291/2012/42";"GFT20";"42022";300
"42022";".295";"";8;"02";"";"";166;;"495/2022/42";"GFT20";"42022";903
"42022";".296";"";1;"01";"";"";463;;"10291/2012/42";"GFT20";"42022";903
"42022";".297";"";1;"01";"";"";87;;"10291/2012/42";"GFT20";"42022";903
"42022";".298";"";1;"01";"";"";158;;"10291/2012/42";"GFT20";"42022";903
"42022";".299";"";8;"02";"";"";10;;"495/2022/42";"GFT20";"42022";903
"42022";".301";"";1;"01";"";"*";107;;"10291/2012/42";"GFT20";"42022";195
"42022";".302";"";1;"01";"";"";57;;"10291/2012/42";"GFT20";"42022";306
"42022";".303";"";1;"01";"";"*";117;;"10291/2012/42";"GFT20";"42022";305
"42022";".306";"";1;"01";"";"*";93;;"10291/2012/42";"GFT20";"42022";311
"42022";".307";"";1;"01";"";"";102;;"10291/2012/42";"GFT20";"42022";279
"42022";".308";"";1;"01";"";"";698;;"10291/2012/42";"GFT20";"42022";320
"42022";".309";"";1;"01";"";"";115;;"10291/2012/42";"GFT20";"42022";321
"42022";".310";"";1;"01";"";"";124;;"10291/2012/42";"GFT20";"42022";321
"42022";".311";"";1;"01";"";"";70;;"10291/2012/42";"GFT20";"42022";281
"42022";".312";"";1;"01";"";"";85;;"10291/2012/42";"GFT20";"42022";342
"42022";".314";"";1;"01";"";"";77;;"10291/2012/42";"GFT20";"42022";338
"42022";".317";"";1;"01";"";"";88;;"10291/2012/42";"GFT20";"42022";343
"42022";".318";"";1;"01";"";"";66;;"10291/2012/42";"GFT20";"42022";345
"42022";".319";"";1;"01";"";"";110;;"10291/2012/42";"GFT20";"42022";324
"42022";".320";"";1;"01";"";"";101;;"10291/2012/42";"GFT20";"42022";324
"42022";".321";"";1;"01";"";"";72;;"10291/2012/42";"GFT20";"42022";124
"42022";".322";"";1;"01";"T";"";58;;"10291/2012/42";"GFT20";"42022";326
"42022";".322";"";3;"01";"T";"";92;;"10291/2012/42";"GFT20";"42022";326
