KG-NR;GST-NR;G;BA;NU;TIND;IND;FLAECHE;EMZ;GFN;GFT;KG-EZ;EZ #01.04.2023#
"42005";".15/1";"";1;"01";"";"";12;;"10106/2012/42";"GFT20";"42005";180
"42005";".15/4";"";2;"01";"";"";115;22;"523/2018/42";"GFT31";"42005";289
"42005";".17";"";1;"01";"";"";75;;"10106/2012/42";"GFT20";"42005";289
"42005";".18";"";1;"01";"";"";175;;"10106/2012/42";"GFT20";"42005";291
"42005";".19";"";1;"01";"";"";162;;"10106/2012/42";"GFT20";"42005";291
"42005";".20";"";1;"01";"";"";69;;"10106/2012/42";"GFT20";"42005";291
"42005";".21/1";"";1;"01";"";"";153;;"759/2015/42";"GFT10";"42005";295
"42005";".23";"";1;"01";"";"";90;;"10106/2012/42";"GFT20";"42005";293
"42005";".24/1";"";1;"01";"";"";92;;"10106/2012/42";"GFT20";"42005";293
"42005";".24/3";"";1;"01";"";"";28;;"10106/2012/42";"GFT20";"42005";1162
"42005";".24/4";"";1;"01";"";"*";57;;"10106/2012/42";"GFT20";"42005";297
"42005";".25";"";1;"01";"";"*";74;;"10106/2012/42";"GFT20";"42005";297
"42005";".26";"";1;"01";"";"";78;;"10106/2012/42";"GFT20";"42005";297
"42005";".29";"";1;"01";"";"*";222;;"10106/2012/42";"GFT20";"42005";302
"42005";".30/1";"";1;"01";"";"*";146;;"10106/2012/42";"GFT20";"42005";302
"42005";".30/2";"";1;"01";"";"*";224;;"10106/2012/42";"GFT20";"42005";302
"42005";".31/1";"";1;"01";"";"";53;;"10106/2012/42";"GFT20";"42005";858
"42005";".31/2";"";1;"01";"";"";113;;"10106/2012/42";"GFT20";"42005";298
"42005";".32";"";1;"01";"";"";202;;"10106/2012/42";"GFT20";"42005";298
"42005";".33/1";"";1;"01";"";"*";92;;"10106/2012/42";"GFT20";"42005";514
"42005";".33/2";"";1;"01";"T";"";193;;"248/2014/42";"GFT20";"42005";308
"42005";".33/2";"";3;"01";"T";"";87;;"248/2014/42";"GFT20";"42005";308
"42005";".34/2";"";1;"01";"";"";327;;"10106/2012/42";"GFT20";"42005";308
"42005";".36/2";"";1;"01";"";"";130;;"10106/2012/42";"GFT20";"42005";314
"42005";".38";"";1;"01";"";"";88;;"10106/2012/42";"GFT20";"42005";327
"42005";".39";"";1;"01";"";"";166;;"10106/2012/42";"GFT20";"42005";474
"42005";".40/1";"";1;"01";"";"";15;;"10106/2012/42";"GFT20";"42005";368
"42005";".40/2";"";1;"01";"";"";182;;"523/2018/42";"GFT31";"42005";336
"42005";".40/3";"";1;"01";"";"";48;;"10106/2012/42";"GFT20";"42005";329
"42005";".40/4";"";1;"01";"";"";153;;"10106/2012/42";"GFT20";"42005";513
"42005";".41";"";1;"01";"";"";95;;"523/2018/42";"GFT31";"42005";336
"42005";".43";"";1;"01";"";"";118;;"10106/2012/42";"GFT20";"42005";331
"42005";".45/2";"";1;"01";"";"";148;;"10106/2012/42";"GFT20";"42005";331
"42005";".46";"G";3;"01";"";"*";354;;"927/2019/42";"GFT16";"42005";1424
"42005";".47";"";1;"01";"T";"*";65;;"10106/2012/42";"GFT20";"42005";327
"42005";".47";"";1;"02";"T";"*";75;;"10106/2012/42";"GFT20";"42005";327
"42005";".48/2";"";1;"01";"";"";166;;"10106/2012/42";"GFT20";"42005";320
"42005";".49/1";"";1;"01";"";"*";48;;"10106/2012/42";"GFT20";"42005";320
"42005";".49/2";"";1;"01";"";"*";59;;"10106/2012/42";"GFT20";"42005";318
"42005";".50/1";"";1;"01";"";"";50;;"10106/2012/42";"GFT20";"42005";318
"42005";".50/2";"";1;"01";"";"";403;;"10106/2012/42";"GFT20";"42005";1242
"42005";".50/3";"";1;"01";"T";"";45;;"10106/2012/42";"GFT20";"42005";1244
"42005";".50/3";"";1;"02";"T";"";11;;"10106/2012/42";"GFT20";"42005";1244
"42005";".51";"";1;"01";"";"*";137;;"10106/2012/42";"GFT20";"42005";303
"42005";".52/1";"";1;"01";"";"";238;;"10106/2012/42";"GFT20";"42005";303
"42005";".53/1";"";1;"01";"";"*";55;;"10106/2012/42";"GFT20";"42005";9
"42005";".53/3";"";1;"01";"";"*";20;;"10106/2012/42";"GFT20";"42005";669
"42005";".53/13";"";1;"01";"";"*";40;;"10106/2012/42";"GFT20";"42005";1123
"42005";".53/14";"";1;"01";"";"*";26;;"10106/2012/42";"GFT20";"42005";341
"42005";".57/2";"G";1;"01";"T";"*";37;;"10106/2012/42";"GFT20";"42005";377
"42005";".57/2";"G";1;"02";"T";"*";17;;"10106/2012/42";"GFT20";"42005";377
"42005";".61";"";1;"01";"";"*";177;;"10106/2012/42";"GFT20";"42005";373
"42005";".65";"";1;"01";"";"";69;;"10106/2012/42";"GFT20";"42005";361
"42005";".66";"";1;"01";"";"";104;;"10106/2012/42";"GFT20";"42005";361
"42005";".67";"";1;"01";"";"";179;;"10106/2012/42";"GFT20";"42005";364
"42005";".68";"";1;"01";"T";"";239;;"523/2018/42";"GFT31";"42005";368
"42005";".68";"";1;"02";"T";"";40;;"523/2018/42";"GFT31";"42005";368
"42005";".68";"";2;"01";"T";"";63;13;"523/2018/42";"GFT31";"42005";368
"42005";".69/1";"";1;"01";"";"*";28;;"10106/2012/42";"GFT20";"42005";345
"42005";".69/2";"";1;"01";"T";"";6;;"497/2022/42";"GFT20";"42005";345
"42005";".69/2";"";2;"01";"T";"";12;;"497/2022/42";"GFT20";"42005";345
"42005";".69/3";"";1;"01";"";"*";196;;"10106/2012/42";"GFT20";"42005";345
"42005";".70/1";"";1;"01";"";"*";89;;"10106/2012/42";"GFT20";"42005";345
"42005";".70/2";"";1;"01";"";"*";34;;"10106/2012/42";"GFT20";"42005";345
"42005";".70/3";"";1;"01";"";"";14;;"10106/2012/42";"GFT20";"42005";339
"42005";".71/2";"";1;"01";"";"";167;;"10106/2012/42";"GFT20";"42005";348
"42005";".73/1";"";1;"01";"";"*";121;;"10106/2012/42";"GFT20";"42005";349
"42005";".73/2";"";8;"05";"";"";9;;"10106/2012/42";"GFT20";"42005";349
"42005";".73/3";"";1;"01";"";"";67;;"10106/2012/42";"GFT20";"42005";540
"42005";".74";"";8;"05";"";"*";105;;"10106/2012/42";"GFT20";"42005";349
"42005";".75";"";1;"01";"";"";227;;"10106/2012/42";"GFT20";"42005";350
"42005";".76/1";"";1;"01";"";"";60;;"10106/2012/42";"GFT20";"42005";350
"42005";".76/2";"";1;"01";"";"";205;;"10106/2012/42";"GFT20";"42005";350
"42005";".77/2";"G";1;"01";"";"*";135;;"10106/2012/42";"GFT20";"42005";472
"42005";".83/2";"G";1;"01";"T";"*";482;;"880/2016/42";"GFT16";"42005";1391
"42005";".83/2";"G";8;"05";"T";"*";1974;;"880/2016/42";"GFT16";"42005";1391
"42005";".84";"";1;"01";"";"";113;;"10106/2012/42";"GFT20";"42005";402
"42005";".85";"";1;"01";"";"";247;;"10106/2012/42";"GFT20";"42005";402
"42005";".86";"";1;"01";"";"";90;;"10106/2012/42";"GFT20";"42005";407
"42005";".87";"";1;"01";"";"";98;;"10106/2012/42";"GFT20";"42005";407
"42005";".88";"";1;"01";"";"";111;;"10106/2012/42";"GFT20";"42005";408
"42005";".89/1";"";1;"01";"";"";121;;"10106/2012/42";"GFT20";"42005";408
"42005";".89/2";"";1;"01";"";"";29;;"10106/2012/42";"GFT20";"42005";1178
"42005";".90/1";"";1;"01";"";"";43;;"10106/2012/42";"GFT20";"42005";411
"42005";".90/2";"";1;"01";"";"*";70;;"10106/2012/42";"GFT20";"42005";411
"42005";".91";"";1;"01";"";"*";98;;"10106/2012/42";"GFT20";"42005";411
"42005";".92";"";1;"01";"";"*";99;;"10106/2012/42";"GFT20";"42005";415
"42005";".93";"";1;"01";"";"*";136;;"10106/2012/42";"GFT20";"42005";415
"42005";".96/2";"";1;"01";"";"";98;;"1051/2015/42";"GFT31";"42005";509
"42005";".97/1";"";1;"01";"";"*";40;;"10106/2012/42";"GFT20";"42005";467
"42005";".97/2";"";1;"01";"";"*";102;;"10106/2012/42";"GFT20";"42005";467
"42005";".98/1";"";1;"01";"";"*";102;;"10106/2012/42";"GFT20";"42005";467
"42005";".98/2";"";1;"01";"";"";23;;"10106/2012/42";"GFT20";"42005";421
"42005";".98/3";"";1;"01";"";"";114;;"10106/2012/42";"GFT20";"42005";512
"42005";".98/5";"";1;"01";"";"*";97;;"10106/2012/42";"GFT20";"42005";999
"42005";".99";"";1;"01";"";"*";135;;"10106/2012/42";"GFT20";"42005";420
"42005";".101/1";"";1;"01";"";"";165;;"10106/2012/42";"GFT20";"42005";640
"42005";".101/2";"";1;"01";"";"*";97;;"10106/2012/42";"GFT20";"42005";401
"42005";".102/2";"";1;"01";"";"";131;;"10106/2012/42";"GFT20";"42005";401
"42005";".103/1";"G";1;"01";"T";"*";36;;"10106/2012/42";"GFT20";"42005";392
"42005";".103/1";"G";1;"02";"T";"*";64;;"10106/2012/42";"GFT20";"42005";392
"42005";".103/2";"G";1;"01";"T";"*";110;;"10106/2012/42";"GFT20";"42005";1076
"42005";".103/2";"G";1;"02";"T";"*";14;;"10106/2012/42";"GFT20";"42005";1076
"42005";".104";"";1;"01";"";"*";133;;"10106/2012/42";"GFT20";"42005";388
"42005";".105/1";"";1;"01";"";"*";129;;"10106/2012/42";"GFT20";"42005";388
"42005";".105/2";"";1;"01";"";"*";41;;"10106/2012/42";"GFT20";"42005";388
"42005";".105/3";"";1;"01";"";"*";36;;"10106/2012/42";"GFT20";"42005";388
"42005";".106";"";1;"01";"";"";81;;"10106/2012/42";"GFT20";"42005";390
"42005";".107";"";1;"01";"T";"";88;;"10106/2012/42";"GFT20";"42005";390
"42005";".107";"";1;"02";"T";"";28;;"10106/2012/42";"GFT20";"42005";390
"42005";".108/1";"";1;"01";"";"*";14;;"10106/2012/42";"GFT20";"42005";393
"42005";".109";"";1;"01";"";"*";371;;"10106/2012/42";"GFT20";"42005";392
"42005";".115/2";"";1;"01";"";"";76;;"10106/2012/42";"GFT20";"42005";422
"42005";".117";"";1;"01";"T";"";378;;"1051/2015/42";"GFT31";"42005";424
"42005";".117";"";3;"01";"T";"";45;;"1051/2015/42";"GFT31";"42005";424
"42005";".118/1";"";1;"01";"";"";122;;"639/2013/42";"GFT20";"42005";1193
"42005";".118/2";"";1;"01";"T";"";421;;"1051/2015/42";"GFT31";"42005";1193
"42005";".118/2";"";3;"01";"T";"";73;;"1051/2015/42";"GFT31";"42005";1193
"42005";".118/3";"";1;"01";"";"";341;;"639/2013/42";"GFT20";"42005";1193
"42005";".119/2";"";1;"01";"";"*";56;;"10106/2012/42";"GFT20";"42005";393
"42005";".119/3";"";1;"01";"";"*";253;;"10106/2012/42";"GFT20";"42005";1292
"42005";".119/5";"";3;"01";"";"*";28;;"497/2022/42";"GFT20";"42005";1292
"42005";".119/7";"";1;"01";"";"*";112;;"10106/2012/42";"GFT20";"42005";488
"42005";".120";"";1;"01";"";"*";121;;"10106/2012/42";"GFT20";"42005";425
"42005";".121";"";1;"01";"";"*";148;;"10106/2012/42";"GFT20";"42005";427
"42005";".122";"";1;"01";"";"";78;;"10106/2012/42";"GFT20";"42005";427
"42005";".123";"";1;"01";"";"*";97;;"10106/2012/42";"GFT20";"42005";456
"42005";".126";"";1;"01";"";"*";172;;"10106/2012/42";"GFT20";"42005";456
"42005";".127";"";1;"01";"";"*";423;;"10106/2012/42";"GFT20";"42005";549
"42005";".128/2";"";1;"01";"";"*";265;;"10106/2012/42";"GFT20";"42005";434
"42005";".130/2";"";1;"01";"";"";60;;"10106/2012/42";"GFT20";"42005";429
"42005";".130/4";"";1;"01";"";"*";122;;"10106/2012/42";"GFT20";"42005";429
"42005";".132";"";1;"01";"";"*";20;;"10106/2012/42";"GFT20";"42005";434
"42005";".134/1";"";1;"01";"";"*";92;;"10106/2012/42";"GFT20";"42005";983
"42005";".134/2";"G";1;"01";"T";"*";100;;"58/2020/42";"GFT16";"42005";1
"42005";".134/2";"G";2;"03";"T";"*";326;46;"58/2020/42";"GFT16";"42005";1
"42005";".134/2";"G";8;"01";"T";"*";108;;"58/2020/42";"GFT16";"42005";1
"42005";".134/3";"";1;"01";"";"*";53;;"1051/2015/42";"GFT31";"42005";7
"42005";".138/1";"";1;"01";"";"*";57;;"10106/2012/42";"GFT20";"42005";436
"42005";".138/2";"";1;"01";"";"*";85;;"10106/2012/42";"GFT20";"42005";436
"42005";".142";"";2;"01";"";"";99;22;"523/2018/42";"GFT31";"42005";442
"42005";".143";"";1;"01";"";"";113;;"10106/2012/42";"GFT20";"42005";443
"42005";".144";"";1;"01";"";"*";229;;"10106/2012/42";"GFT20";"42005";443
"42005";".146";"";1;"01";"";"";460;;"1051/2015/42";"GFT31";"42005";445
"42005";".147";"";1;"01";"";"";150;;"10106/2012/42";"GFT20";"42005";445
"42005";".150";"";1;"01";"";"*";98;;"10106/2012/42";"GFT20";"42005";261
"42005";".151/2";"";1;"01";"";"";248;;"10106/2012/42";"GFT20";"42005";451
"42005";".152";"";1;"01";"";"";218;;"10106/2012/42";"GFT20";"42005";451
"42005";".153/2";"";1;"01";"";"";130;;"10106/2012/42";"GFT20";"42005";1215
"42005";".156/1";"G";1;"01";"T";"*";208;;"10106/2012/42";"GFT20";"42005";510
"42005";".156/1";"G";1;"02";"T";"*";174;;"10106/2012/42";"GFT20";"42005";510
"42005";".156/2";"";1;"01";"";"";121;;"1051/2015/42";"GFT31";"42005";1
"42005";".157";"";1;"01";"";"";273;;"10106/2012/42";"GFT20";"42005";1
"42005";".158/1";"";1;"01";"";"*";188;;"10106/2012/42";"GFT20";"42005";455
"42005";".158/2";"";1;"01";"";"*";311;;"10106/2012/42";"GFT20";"42005";793
"42005";".160/2";"";1;"01";"";"";101;;"10106/2012/42";"GFT20";"42005";2
"42005";".161/2";"";1;"01";"";"*";163;;"10106/2012/42";"GFT20";"42005";477
"42005";".161/3";"";1;"01";"";"*";55;;"10106/2012/42";"GFT20";"42005";480
"42005";".162";"";1;"01";"";"";86;;"248/2014/42";"GFT20";"42005";8
"42005";".163";"";1;"01";"T";"";193;;"523/2018/42";"GFT31";"42005";8
"42005";".163";"";2;"01";"T";"";337;85;"523/2018/42";"GFT31";"42005";8
"42005";".164/1";"";2;"01";"";"";29;8;"1051/2015/42";"GFT31";"42005";8
"42005";".164/2";"";1;"01";"T";"";264;;"10106/2012/42";"GFT20";"42005";8
"42005";".164/2";"";8;"05";"T";"";398;;"10106/2012/42";"GFT20";"42005";8
"42005";".165/1";"";1;"01";"";"";298;;"10106/2012/42";"GFT20";"42005";676
"42005";".165/3";"";2;"01";"";"";88;22;"523/2018/42";"GFT31";"42005";16
"42005";".168";"";1;"01";"";"*";343;;"10106/2012/42";"GFT20";"42005";23
"42005";".169/1";"";1;"01";"";"*";151;;"10106/2012/42";"GFT20";"42005";23
"42005";".170/1";"";2;"01";"";"*";74;21;"523/2018/42";"GFT31";"42005";236
"42005";".170/2";"";1;"01";"";"*";131;;"10106/2012/42";"GFT20";"42005";236
"42005";".172";"";1;"01";"";"*";119;;"10106/2012/42";"GFT20";"42005";25
"42005";".176/2";"";1;"01";"";"*";24;;"10106/2012/42";"GFT20";"42005";1430
"42005";".177/1";"";1;"01";"";"*";22;;"10106/2012/42";"GFT20";"42005";34
"42005";".178/1";"";1;"01";"";"*";191;;"10106/2012/42";"GFT20";"42005";35
"42005";".178/2";"";1;"01";"";"*";89;;"10106/2012/42";"GFT20";"42005";35
"42005";".179";"";1;"01";"";"";355;;"10106/2012/42";"GFT20";"42005";35
"42005";".180/1";"";1;"01";"";"*";44;;"10106/2012/42";"GFT20";"42005";41
"42005";".180/2";"";1;"01";"";"*";481;;"10106/2012/42";"GFT20";"42005";41
"42005";".181/1";"";1;"01";"";"*";265;;"10106/2012/42";"GFT20";"42005";41
"42005";".181/2";"";1;"01";"";"*";14;;"10106/2012/42";"GFT20";"42005";41
"42005";".183";"";1;"01";"";"";135;;"10106/2012/42";"GFT20";"42005";47
"42005";".184/1";"";2;"01";"";"";36;12;"497/2022/42";"GFT20";"42005";47
"42005";".184/2";"";1;"01";"";"";107;;"10106/2012/42";"GFT20";"42005";47
"42005";".185/1";"G";1;"01";"";"*";38;;"10106/2012/42";"GFT20";"42005";49
"42005";".185/2";"G";1;"01";"";"*";74;;"1051/2015/42";"GFT31";"42005";49
"42005";".187/1";"";1;"01";"";"*";30;;"10106/2012/42";"GFT20";"42005";50
"42005";".188";"";1;"01";"";"*";176;;"10106/2012/42";"GFT20";"42005";50
"42005";".189/1";"";1;"01";"";"*";32;;"10106/2012/42";"GFT20";"42005";1162
"42005";".189/2";"G";1;"01";"T";"*";107;;"10106/2012/42";"GFT20";"42005";656
"42005";".189/2";"G";3;"01";"T";"*";250;;"10106/2012/42";"GFT20";"42005";656
"42005";".189/3";"G";1;"01";"T";"*";17;;"10106/2012/42";"GFT20";"42005";52
"42005";".189/3";"G";1;"02";"T";"*";26;;"10106/2012/42";"GFT20";"42005";52
"42005";".189/4";"";1;"01";"";"*";123;;"10106/2012/42";"GFT20";"42005";52
"42005";".190";"";1;"01";"";"*";98;;"10106/2012/42";"GFT20";"42005";52
"42005";".191/1";"";1;"01";"";"*";117;;"10106/2012/42";"GFT20";"42005";52
"42005";".191/2";"";1;"01";"";"*";168;;"10106/2012/42";"GFT20";"42005";499
"42005";".193/2";"";1;"01";"";"*";56;;"10106/2012/42";"GFT20";"42005";1162
"42005";".194/2";"";1;"01";"";"";171;;"10106/2012/42";"GFT20";"42005";1303
"42005";".195";"";1;"01";"";"*";81;;"10106/2012/42";"GFT20";"42005";57
"42005";".196";"";1;"01";"";"*";134;;"10106/2012/42";"GFT20";"42005";57
"42005";".197";"";1;"01";"";"";23;;"10106/2012/42";"GFT20";"42005";54
"42005";".198";"";1;"01";"";"*";101;;"10106/2012/42";"GFT20";"42005";54
"42005";".199/1";"G";1;"01";"T";"*";211;;"10106/2012/42";"GFT20";"42005";54
"42005";".199/1";"G";3;"01";"T";"*";342;;"10106/2012/42";"GFT20";"42005";54
"42005";".200";"";1;"01";"";"*";82;;"10106/2012/42";"GFT20";"42005";53
"42005";".201/2";"";1;"01";"";"*";70;;"10106/2012/42";"GFT20";"42005";53
"42005";".202/2";"";1;"01";"";"";292;;"10106/2012/42";"GFT20";"42005";58
"42005";".203";"";1;"01";"";"";151;;"10106/2012/42";"GFT20";"42005";58
"42005";".204";"";1;"01";"";"*";104;;"10106/2012/42";"GFT20";"42005";60
"42005";".205/2";"";1;"01";"";"";100;;"10106/2012/42";"GFT20";"42005";60
"42005";".208/1";"";1;"01";"";"*";121;;"10106/2012/42";"GFT20";"42005";63
"42005";".208/2";"";1;"01";"";"*";46;;"10106/2012/42";"GFT20";"42005";63
"42005";".209/1";"";1;"01";"";"*";115;;"10106/2012/42";"GFT20";"42005";63
"42005";".210";"";1;"01";"";"*";61;;"10106/2012/42";"GFT20";"42005";1216
"42005";".211";"";1;"01";"";"*";51;;"10106/2012/42";"GFT20";"42005";1216
"42005";".213";"";1;"01";"";"*";205;;"10106/2012/42";"GFT20";"42005";1190
"42005";".214/3";"";1;"01";"";"";19;;"10106/2012/42";"GFT20";"42005";64
"42005";".217";"";1;"01";"";"*";184;;"10106/2012/42";"GFT20";"42005";795
"42005";".218/1";"";1;"01";"";"*";80;;"10106/2012/42";"GFT20";"42005";64
"42005";".218/2";"";1;"01";"";"";14;;"10106/2012/42";"GFT20";"42005";64
"42005";".218/4";"";1;"01";"";"*";20;;"10106/2012/42";"GFT20";"42005";64
"42005";".218/5";"";1;"01";"";"";21;;"10106/2012/42";"GFT20";"42005";64
"42005";".219/1";"";1;"01";"";"*";88;;"10106/2012/42";"GFT20";"42005";73
"42005";".220/1";"G";1;"01";"";"*";102;;"10106/2012/42";"GFT20";"42005";73
"42005";".220/2";"G";1;"01";"";"*";24;;"10106/2012/42";"GFT20";"42005";73
"42005";".221";"";1;"01";"";"*";48;;"10106/2012/42";"GFT20";"42005";94
"42005";".222/3";"";1;"01";"";"*";114;;"10106/2012/42";"GFT20";"42005";77
"42005";".223/2";"";1;"01";"";"*";82;;"10106/2012/42";"GFT20";"42005";77
"42005";".225/1";"";1;"01";"";"*";13;;"10106/2012/42";"GFT20";"42005";1162
"42005";".225/2";"";1;"01";"";"*";67;;"10106/2012/42";"GFT20";"42005";78
"42005";".226/2";"";1;"01";"";"*";348;;"10106/2012/42";"GFT20";"42005";85
"42005";".227";"";1;"01";"";"*";101;;"10106/2012/42";"GFT20";"42005";85
"42005";".229/1";"G";1;"01";"T";"*";182;;"825/2016/42";"GFT16";"42005";94
"42005";".229/1";"G";3;"01";"T";"*";166;;"825/2016/42";"GFT16";"42005";94
"42005";".229/1";"G";8;"01";"T";"*";66;;"825/2016/42";"GFT16";"42005";94
"42005";".230";"";1;"01";"";"";148;;"10106/2012/42";"GFT20";"42005";98
"42005";".231/1";"";1;"01";"";"";148;;"10106/2012/42";"GFT20";"42005";98
"42005";".232/3";"";1;"01";"";"*";171;;"10106/2012/42";"GFT20";"42005";505
"42005";".233";"";1;"01";"";"*";339;;"10106/2012/42";"GFT20";"42005";102
"42005";".235";"";1;"01";"";"*";175;;"10106/2012/42";"GFT20";"42005";102
"42005";".236";"";1;"01";"";"*";69;;"10106/2012/42";"GFT20";"42005";102
"42005";".237/1";"";1;"01";"";"*";57;;"10106/2012/42";"GFT20";"42005";104
"42005";".237/2";"";1;"01";"";"*";55;;"10106/2012/42";"GFT20";"42005";105
"42005";".237/3";"";1;"01";"";"*";23;;"10106/2012/42";"GFT20";"42005";105
"42005";".238/1";"";1;"01";"";"*";171;;"10106/2012/42";"GFT20";"42005";106
"42005";".239";"";1;"01";"";"*";177;;"10106/2012/42";"GFT20";"42005";106
"42005";".241/2";"";1;"01";"";"";192;;"10106/2012/42";"GFT20";"42005";110
"42005";".242";"";1;"01";"";"";312;;"10106/2012/42";"GFT20";"42005";110
"42005";".243/1";"";1;"01";"";"";254;;"10106/2012/42";"GFT20";"42005";114
"42005";".245";"";1;"01";"";"*";225;;"10106/2012/42";"GFT20";"42005";114
"42005";".247/1";"";1;"01";"";"";104;;"10106/2012/42";"GFT20";"42005";120
"42005";".252/2";"";1;"01";"";"";237;;"10106/2012/42";"GFT20";"42005";127
"42005";".252/3";"";2;"01";"";"";46;19;"497/2022/42";"GFT20";"42005";127
"42005";".253";"";1;"01";"";"";298;;"10106/2012/42";"GFT20";"42005";127
"42005";".254";"G";1;"01";"";"*";118;;"10106/2012/42";"GFT20";"42005";1285
"42005";".255/1";"";1;"01";"";"*";116;;"10106/2012/42";"GFT20";"42005";124
"42005";".255/2";"G";2;"01";"";"*";18;5;"523/2018/42";"GFT31";"42005";124
"42005";".255/3";"G";2;"01";"";"*";27;7;"523/2018/42";"GFT31";"42005";1285
"42005";".256/1";"G";1;"01";"T";"*";27;;"10106/2012/42";"GFT20";"42005";1162
"42005";".256/1";"G";1;"02";"T";"*";18;;"10106/2012/42";"GFT20";"42005";1162
"42005";".256/2";"G";1;"01";"";"*";117;;"10106/2012/42";"GFT20";"42005";490
"42005";".256/4";"G";1;"01";"";"*";15;;"10106/2012/42";"GFT20";"42005";1162
"42005";".257/1";"";1;"01";"";"*";177;;"10106/2012/42";"GFT20";"42005";132
"42005";".257/2";"";1;"01";"";"";29;;"10106/2012/42";"GFT20";"42005";135
"42005";".258";"";1;"01";"";"*";111;;"10106/2012/42";"GFT20";"42005";135
"42005";".259/1";"";1;"01";"";"";189;;"10106/2012/42";"GFT20";"42005";132
"42005";".259/2";"";1;"01";"";"";18;;"10106/2012/42";"GFT20";"42005";132
"42005";".260/2";"G";1;"01";"";"*";77;;"10106/2012/42";"GFT20";"42005";457
"42005";".260/3";"G";1;"01";"";"*";62;;"10106/2012/42";"GFT20";"42005";1110
"42005";".261";"";1;"01";"T";"*";47;;"10106/2012/42";"GFT20";"42005";132
"42005";".261";"";1;"02";"T";"*";3;;"10106/2012/42";"GFT20";"42005";132
"42005";".262";"";1;"01";"";"";274;;"10106/2012/42";"GFT20";"42005";137
"42005";".263/1";"";1;"01";"";"";170;;"10106/2012/42";"GFT20";"42005";137
"42005";".263/2";"";1;"01";"";"";30;;"10106/2012/42";"GFT20";"42005";137
"42005";".263/3";"";1;"01";"";"";25;;"10106/2012/42";"GFT20";"42005";137
"42005";".264/1";"";1;"01";"";"";108;;"10106/2012/42";"GFT20";"42005";142
"42005";".264/2";"";1;"01";"";"";121;;"10106/2012/42";"GFT20";"42005";142
"42005";".264/3";"";1;"01";"";"";154;;"10106/2012/42";"GFT20";"42005";506
"42005";".265/3";"G";1;"01";"";"*";214;;"414/2020/42";"GFT14";"42005";150
"42005";".265/5";"G";1;"01";"";"*";172;;"414/2020/42";"GFT14";"42005";150
"42005";".265/6";"G";1;"01";"";"*";39;;"414/2020/42";"GFT14";"42005";894
"42005";".265/7";"G";1;"01";"";"*";145;;"414/2020/42";"GFT14";"42005";895
"42005";".265/8";"G";1;"01";"";"*";14;;"414/2020/42";"GFT14";"42005";150
"42005";".266/2";"G";1;"01";"";"*";138;;"10106/2012/42";"GFT20";"42005";151
"42005";".267/3";"";1;"01";"";"";154;;"10106/2012/42";"GFT20";"42005";1047
"42005";".268/2";"";1;"01";"";"";248;;"10106/2012/42";"GFT20";"42005";144
"42005";".269";"";1;"01";"";"";261;;"10106/2012/42";"GFT20";"42005";144
"42005";".270";"";1;"01";"";"";131;;"10106/2012/42";"GFT20";"42005";146
